instance,method,total_distance,cost,processing_time,num_vehicles,mean_route_length,std_route_length,min_route_length,max_route_length,mean_customers_per_route,std_customers_per_route,min_customers_per_route,max_customers_per_route,coef_variation_length,distance_per_second,cost_per_second
vpr201_7_2_results.json,grasp,124665.8,104719.27,41.57882523536682,7,17809399.810439877,1447646.7861573333,15703013.73249929,19703180.812674735,28.571428571428573,0.4948716593053935,28,29,0.081285545923267,2998.300199543869,2518.572119515443
vpr201_7_2_results.json,nearest_neighbor_algorithm,146761.39,123279.57,0.003989219665527344,7,20965912.887194745,2515209.808596459,18460897.94137515,25315863.966377765,28.571428571428573,0.4948716593053935,28,29,0.11996662497499273,36789498.27411906,30903179.151881427
vpr201_8_1_results.json,clarke_wright_savings,161570.99,135719.63,0.03252863883972168,8,20196373.561295718,9372526.711690385,9703688.791501561,35683422.78883124,25.0,10.5,15,43,0.46406978377800817,4967038.147403232,4172311.99463129
vpr201_8_1_results.json,genetic_algorithm,86943.13,73032.23,98.28527474403381,8,10867891.360270027,4199317.082867367,4369897.8258220265,18580207.118604824,25.0,0.0,25,25,0.3863966747237552,884.5997554204089,743.0638026927147
vpr201_8_1_results.json,grasp,132671.71,111444.24,26.257508516311646,8,16583964.334235238,1118872.1209580984,15206759.474223142,18584990.598433513,25.0,0.0,25,25,0.06746710849156531,5052.71510880714,4244.280828501638
vpr201_8_1_results.json,nearest_neighbor_algorithm,153390.94,128848.39,0.003005504608154297,8,19173867.41359098,2832887.926373144,15711977.19540814,23612393.288500644,25.0,0.0,25,25,0.14774734096497993,51036667.71424401,42870801.0130541
vpr201_9_2_results.json,clarke_wright_savings,160231.51,134594.46,0.03399300575256348,9,17803500.6034573,7504628.325710877,7680011.023089369,33372799.60526473,22.22222222222222,7.2995856469585965,15,36,0.42152543439988066,4713661.132714533,3959475.1043705503
vpr201_9_2_results.json,genetic_algorithm,85660.85,71955.12,101.22251892089844,9,9517872.541059053,3171936.649648159,4363694.625988831,15426220.978572225,22.22222222222222,0.41573970964154905,22,23,0.33326109757876815,846.2627774254532,710.8607923127283
vpr201_9_2_results.json,grasp,155289.9,130443.52,20.349348306655884,9,17254433.529709704,1169005.3259300077,14316851.288800672,18442671.430889346,22.22222222222222,0.41573970964154905,22,23,0.06775101158303141,7631.1977002825015,6410.206264803793
vpr201_9_2_results.json,nearest_neighbor_algorithm,188763.84,158561.63,0.0029997825622558594,9,20973760.207636148,1630171.4834383554,18661935.04322149,23657130.48311293,22.22222222222222,0.41573970964154905,22,23,0.07772433113089759,62925840.81762518,52857707.75357813
vpr51_2_1_results.json,clarke_wright_savings,45421.4,38153.97,0.0029990673065185547,2,22710698.446299586,7138510.8729807325,15572187.573318854,29849209.31928032,25.0,10.0,15,35,0.31432370474470633,15145175.268749503,12721945.225127595
vpr51_2_1_results.json,genetic_algorithm,33372.48,28032.88,23.077731370925903,2,16686239.449752478,1757929.6520696785,14928309.7976828,18444169.101822156,25.0,0.0,25,25,0.10535205714645042,1446.0901491402126,1214.7155866159687
vpr51_2_1_results.json,grasp,34396.54,28893.09,5.891945838928223,2,17198269.75425511,669698.7458712924,16528571.008383818,17867968.500126403,25.0,0.0,25,25,0.0389398907820712,5837.891409785417,4903.82817321617
vpr51_2_1_results.json,nearest_neighbor_algorithm,43600.49,36624.41,0.0010001659393310547,2,21800246.03579651,1376431.5287589412,20423814.507037565,23176677.564555448,25.0,0.0,25,25,0.06313834836995917,43593256.16423361,36618333.57822169
vpr51_2_2_results.json,clarke_wright_savings,49008.88,41167.46,0.002006053924560547,2,24504441.486695666,2446611.2103308775,22057830.27636479,26951052.697026543,25.0,4.0,21,29,0.09984358189347958,24430489.828799617,20521611.854984548
vpr51_2_2_results.json,genetic_algorithm,26866.67,22568.0,23.098299264907837,2,13433333.167191297,1645800.129898901,11787533.037292395,15079133.297090197,25.0,0.0,25,25,0.12251614021741802,1163.1449437845527,977.0416315579781
vpr51_2_2_results.json,grasp,32230.38,27073.52,6.96092677116394,2,16115187.914491577,1408805.9516630974,14706381.96282848,17523993.866154674,25.0,0.0,25,25,0.0874210067632056,4630.185183604617,3889.3556691551034
vpr51_2_2_results.json,nearest_neighbor_algorithm,35039.55,29433.22,0.0010004043579101562,2,17519773.83747541,358437.5546803847,17161336.282795027,17878211.392155796,25.0,0.0,25,25,0.020459028638467592,35025387.20762631,29421323.25521449
