instance,method,total_distance,cost,processing_time,num_vehicles,mean_route_length,std_route_length,min_route_length,max_route_length,mean_customers_per_route,std_customers_per_route,min_customers_per_route,max_customers_per_route,coef_variation_length,distance_per_second,cost_per_second
vpr701_27_1_results.json,clarke_wright_savings,421735.23,354257.59,1.2531225681304932,27,15619823.332001293,5944375.0328535335,7440060.495515882,31120474.492771965,25.925925925925927,9.253331435822435,14,52,0.3805660862165404,336547.470076433,282699.8723105828
vpr701_27_1_results.json,genetic_algorithm,186790.39,156903.93,436.1087772846222,27,6918162.566898932,1545984.682759951,3346316.021801739,10316033.592596753,25.925925925925927,0.2618914004394621,25,26,0.22346752736875033,428.31146660938003,359.78163745509335
vpr701_27_1_results.json,grasp,479711.83,402957.93,104.54603290557861,27,17767104.639431868,1044172.2303416069,15991060.963526566,19896728.29862469,25.925925925925927,0.2618914004394621,25,26,0.05876997133366329,4588.522554779814,3854.358877145859
vpr701_27_1_results.json,nearest_neighbor_algorithm,549517.14,461594.4,0.009999990463256836,27,20352486.568449363,2055129.466531463,17628478.447952457,26274530.64196107,25.925925925925927,0.2618914004394621,25,26,0.10097682460664763,54951766.40608826,46159484.02111437
vpr701_32_1_results.json,clarke_wright_savings,452076.55,379744.3,1.3606269359588623,32,14127392.092079477,5900643.618901554,1626183.083917672,22245250.074208677,21.875,7.114026637566098,7,35,0.4176739472113717,332256.06376917136,279095.0920961933
vpr701_32_1_results.json,genetic_algorithm,230733.97,193816.53,440.99239802360535,32,7210436.4588265745,2902941.117038037,1891986.4960666483,12760828.590471739,21.875,0.33071891388307384,21,22,0.40260269036618923,523.2153003863103,439.5008414399593
vpr701_32_1_results.json,grasp,523851.58,440035.33,68.10161256790161,32,16370361.853233675,809336.8568695221,14339562.769667955,18224802.360518422,21.875,0.33071891388307384,21,22,0.04943915498786925,7692.205224622058,6461.452429797561
vpr701_32_1_results.json,nearest_neighbor_algorithm,625676.94,525568.63,0.00999903678894043,32,19552404.353889547,1426449.5931416668,15104207.08218142,22681610.930862732,21.875,0.33071891388307384,21,22,0.0729552011774912,62573721.170026936,52561925.82282649
vpr701_35_2_results.json,clarke_wright_savings,489183.74,410914.35,0.6429157257080078,35,13976678.415418496,6694190.4538814435,1056969.3352419604,24034836.940672394,20.0,8.390470785361213,5,35,0.47895431624846485,760883.1460162041,639141.8557190875
vpr701_35_2_results.json,genetic_algorithm,282740.25,237501.81,445.0660858154297,35,8078292.919916148,2585363.4918695916,2941790.248136904,11561900.907292929,20.0,0.0,20,20,0.32003834442492923,635.277004946302,533.6326841548937
vpr701_35_2_results.json,grasp,574150.75,482286.63,57.0033164024353,35,16404307.200213429,836314.546245631,14021466.872413842,17819849.701246813,20.0,0.0,20,20,0.050981399948103266,10072.234147686731,8460.676684056854
vpr701_35_2_results.json,nearest_neighbor_algorithm,666775.34,560091.28,0.007927417755126953,35,19050723.916156087,2206001.363376853,15406477.819610912,23830473.651547603,20.0,0.0,20,20,0.11579619614906285,84110029.34325895,70652423.94192843
vpr801_27_2_results.json,clarke_wright_savings,466704.6,392031.86,0.8088464736938477,27,17285355.58047167,7050892.187938282,7986259.642972772,32227673.375254814,29.62962962962963,9.737853395472467,17,52,0.4079113186369223,577000.2283234901,484680.1868464175
vpr801_27_2_results.json,genetic_algorithm,185904.02,156159.37,511.6875250339508,27,6885333.955927568,2254766.03250635,3307209.705351436,13364907.753427055,29.62962962962963,0.4829038818668629,29,30,0.3274737357605185,363.3155214946175,305.1850247661182
vpr801_27_2_results.json,grasp,506327.97,425315.49,170.29505324363708,27,18752887.697278783,1358967.0625528863,16747403.04653524,22885628.634346675,29.62962962962963,0.4829038818668629,29,30,0.07246708264296196,2973.239447393745,2497.5211076243727
vpr801_27_2_results.json,nearest_neighbor_algorithm,585024.79,491420.82,0.010992288589477539,27,21667584.875746336,2388756.275054241,17502671.968833398,26970687.29597431,29.62962962962963,0.4829038818668629,29,30,0.11024561753202597,53221381.99319293,44705960.546779744
vpr801_28_1_results.json,clarke_wright_savings,462420.32,388433.07,0.682819128036499,28,16515011.45736134,7290417.327910583,7750055.970169289,34059255.321431,28.571428571428573,9.435603438302076,16,51,0.4414418571087929,677222.2701635887,568866.7086948345
vpr801_28_1_results.json,genetic_algorithm,185509.43,155827.92,514.1885917186737,28,6625336.7072897935,2170493.471016339,1965010.5430689375,12511779.214536773,28.571428571428573,0.4948716593053936,28,29,0.3276050058902163,360.78091382761977,303.0559652814266
vpr801_28_1_results.json,grasp,513157.11,431051.97,143.95074129104614,28,18327039.57641491,1327245.8012297107,15401932.491812961,20855658.499532256,28.571428571428573,0.4948716593053936,28,29,0.07242008703564677,3564.810471954956,2994.440779769793
vpr801_28_1_results.json,nearest_neighbor_algorithm,588265.74,494143.22,0.01100611686706543,28,21009490.583061386,2240919.7108364827,17410319.551545195,26449838.991474453,28.571428571428573,0.4948716593053936,28,29,0.10666225827689481,53448981.789419234,44897144.557738446
vpr801_36_1_results.json,clarke_wright_savings,510973.51,429217.75,0.5866343975067139,36,14193708.683893658,3086135.758654388,7036684.491311959,19503447.1462263,22.22222222222222,4.601395386855256,8,30,0.21742983651315792,871025.4839670428,731661.4092597386
vpr801_36_1_results.json,genetic_algorithm,243697.09,204705.55,523.0413811206818,36,6769363.519840312,2022201.0098788426,2904325.4824352255,11992927.43056773,22.22222222222222,0.41573970964154905,22,23,0.2987283817676475,465.92315406832324,391.3754387107817
